# MAG          N-AS          N-FS        MS-ID; note N_AS=0 highlights singles or FS only
     2.880         0         0        141546
     2.600         0         0        141557
     2.510         0         0        141567
     3.030         0         0        141607
     2.610         0         0        141638
     2.500         0         0        141647
     2.780         0         0        141649
     2.640         0         0        141656
     2.570         0         0        141685
     3.060         0         0        141732
     2.750         0         0        141743
     3.340         0         0        141746
     3.510         0         0        141753
     2.540         0         0        141763
     2.520         0         0        141764
     2.680         0         0        141788
     3.410         0         0        141793
     2.440         0         0        141803
     2.480         0         0        141821
     2.860         0         0        141822
     2.530         0         0        141825
     2.580         0         0        141867
     3.200         0         0        141874
     2.650         0         0        141882
     2.450         0         0        141883
     2.420         0         0        141891
     2.440         0         0        141897
     2.410         0         0        141904
     2.650         0         0        141930
     2.990         0         0        141937
     2.500         0         0        141938
     2.600         0         0        141945
     2.420         0         0        141975
     2.440         0         0        141977
     2.550         0         0        141979
     2.670         0         0        141983
     2.530         0         0        142021
     2.580         0         0        142038
     2.510         0         0        142039
     2.640         0         0        142061
     3.010         0         0        142068
     3.300         0         0        142071
     2.430         0         0        142080
     3.050         0         0        142096
     2.960         0         0        142098
     2.480         0         0        142105
     2.490         0         0        142138
     2.450         0         0        142139
     2.420         0         0        142154
     2.630         0         0        142163
     2.550         0         0        142168
     2.620         0         0        142169
     2.490         0         0        142199
     2.810         0         0        142237
     2.710         0         0        142254
     3.530         0         0        142257
     2.540         0         0        142298
     2.830         0         0        142308
     2.400         0         0        142317
     2.740         0         0        142344
     2.730         0         0        142357
     3.220         0         0        142366
     2.660         0         0        142399
     2.460         0         0        142405
     2.630         0         0        142418
     2.540         0         0        142425
     2.560         0         0        142439
     2.970         0         0        142453
     2.590         0         0        142456
     3.750         0         0        142468
     3.200         0         0        142472
     2.550         0         0        142491
     3.060         0         0        142501
     3.140         0         0        142506
     4.100         0         0        142540
     2.840         0         0        142549
     2.530         0         0        142555
     2.570         0         0        142589
     2.680         0         0        142597
     2.830         0         0        142606
     2.440         0         0        142629
     3.350         0         0        142645
     2.490         0         0        142657
     2.580         0         0        142658
     3.500         0         0        142703
     2.600         0         0        142711
     2.450         0         0        142715
     2.580         0         0        142718
     2.600         0         0        142725
     2.470         0         0        142732
     2.530         0         0        142745
     2.830         0         0        142751
     2.480         0         0        142754
     2.760         0         0        142765
     2.700         0         0        142767
     3.060         0         0        142770
     2.900         0         0        142782
     3.260         0         0        142784
     3.190         0         0        142791
     2.540         0         0        142792
     2.780         0         0        142804
     2.620         0         0        142807
     2.490         0         0        142815
     2.500         0         0        142818
     2.510         0         0        142838
     2.410         0         0        142843
     2.490         0         0        142845
     2.450         0         0        142894
     2.440         0         0        142906
     2.920         0         0        142918
     2.720         0         0        142930
     3.200         0         0        142941
     2.780         0         0        142942
     3.040         0         0        142946
     4.470         0         0        142956
     4.000         0         0        142986
     3.500         0         0        142987
     2.400         0         0        143000
     2.560         0         0        143004
     2.840         0         0        143008
     2.880         0         0        143058
     4.160         0         0        143060
     3.460         0         0        143076
     2.550         0         0        143082
     2.720         0         0        143089
     2.700         0         0        143148
     2.820         0         0        143153
     2.430         0         0        143168
     2.570         0         0        143259
     2.500         0         0        143338
     2.410         0         0        143413
     2.420         0         0        143435
     2.870         0         0        143447
     2.500         0         0        143450
     2.910         0         0        143454
     2.470         0         0        143484
     2.970         0         0        143487
     2.560         0         0        143515
     2.460         0         0        143537
     2.510         0         0        143579
     2.760         0         0        143593
     2.650         0         0        143594
     2.880         0         0        143602
     2.430         0         0        143608
     2.450         0         0        143630
     4.000         0         0        143640
     2.660         0         0        143653
     2.450         0         0        143667
     2.550         0         0        143681
     2.630         0         0        143685
     2.490         0         0        143692
     2.400         0         0        143710
     2.590         0         0        143717
     2.420         0         0        143753
     2.450         0         0        143846
     2.560         0         0        143865
     3.770         0         0        143869
     2.580         0         0        143898
     3.630         0         0        143911
     2.410         0         0        143925
     2.510         0         0        143960
     3.340         0         0        143974
     2.870         0         0        143977
     3.340         0         0        143990
     3.120         0         0        143996
     2.540         0         0        144000
     2.540         0         0        144018
     2.590         0         0        144021
     2.600         0         0        144029
     2.820         0         0        144039
     2.640         0         0        144045
     3.460         0         0        144066
     2.410         0         0        144093
     2.510         0         0        144094
     2.440         0         0        144113
     2.550         0         0        144119
     4.190         0         0        144162
     2.600         0         0        144167
     2.490         0         0        144172
     2.940         0         0        144174
     2.630         0         0        144176
     2.480         0         0        144188
     2.410         0         0        144198
     2.430         0         0        144223
     2.430         0         0        144224
     2.690         0         0        144245
     2.570         0         0        144258
     2.570         0         0        144260
     2.430         0         0        144266
     2.790         0         0        144280
     2.890         0         0        144283
     2.920         0         0        144295
     2.680         0         0        144306
     3.170         0         0        144309
     2.690         0         0        144345
     2.680         0         0        144366
     2.530         0         0        144380
     2.630         0         0        144400
     2.450         0         0        144403
     2.820         0         0        144409
     3.500         0         0        144411
     2.730         0         0        144418
     2.630         0         0        144423
     2.510         0         0        144424
     2.720         0         0        144425
     2.420         0         0        144434
     3.880         0         0        144438
     2.670         0         0        144459
     3.240         0         0        144468
     2.500         0         0        144476
     3.010         0         0        144482
     2.600         0         0        144486
     2.500         0         0        144496
     3.370         0         0        144509
     2.460         0         0        144515
     2.820         0         0        144524
     2.940         0         0        144534
     4.250         0         0        144538
     2.560         0         0        144564
     2.630         0         0        144579
     2.500         0         0        144580
     2.670         0         0        144595
     2.530         0         0        144602
     3.920         0         0        144608
     2.610         0         0        144618
     2.490         0         0        144640
     2.470         0         0        144695
     2.790         0         0        144698
     3.400         0         0        144752
     2.440         0         0        144760
     2.710         0         0        144767
     3.090         0         0        144790
     3.720         0         0        144791
     2.450         0         0        144816
     2.750         0         0        144847
     2.750         0         0        144876
     2.650         0         0        144939
     2.840         0         0        144943
     2.690         0         0        144952
     2.510         0         0        144955
     2.530         0         0        144976
     2.730         0         0        144978
     2.640         0         0        144984
     4.480         0         0        144998
     2.540         0         0        145005
     2.600         0         0        145008
     2.830         0         0        145012
     2.440         0         0        145017
     2.420         0         0        145022
     2.540         0         0        145033
     2.480         0         0        145042
     2.680         0         0        145048
     2.860         0         0        145055
     2.690         0         0        145062
     2.540         0         0        145065
     2.760         0         0        145066
     2.590         0         0        145077
     3.760         0         0        145080
     2.510         0         0        145096
     2.650         0         0        145109
     3.220         0         0        145113
     2.480         0         0        145122
     2.430         0         0        145123
     2.450         0         0        145148
     2.400         0         0        145168
     2.470         0         0        145360
     3.150         0         0        145458
     2.420         0         0        145762
     2.430         0         0        145797
     3.020         0         0        145815
     3.380         0         0        145824
     2.590         0         0        146012
     2.640         0         0        146026
     2.510         0         0        146033
     2.740         0         0        146117
     2.670         0         0        146549
     4.460         0         0        146687
     2.500         0         0        146724
     3.130         0         0        146734
     2.440         0         0        146744
     2.560         0         0        146772
     2.700         0         0        146785
     2.450         0         0        146828
     2.440         0         0        146843
     2.460         0         0        146914
     2.530         0         0        147494
     3.370         0         0        147522
     2.540         0         0        147539
     2.610         0         0        147542
     3.030         0         0        147548
     2.440         0         0        147555
     2.900         0         0        147569
     2.470         0         0        147571
     2.650         0         0        147600
     2.420         0         0        147603
     2.800         0         0        147608
     3.130         0         0        147616
     3.600         0         0        147622
     3.180         0         0        147645
     2.740         0         0        147661
     2.620         0         0        147670
     2.890         0         0        147779
     2.400         0         0        147796
     2.400         0         0        147873
     2.650         0         0        147884
     2.650         0         0        147932
     2.790         0         0        148007
     2.430         0         0        148011
     2.890         0         0        148025
     2.610         0         0        148043
     3.290         0         0        148050
     2.930         0         0        148075
     2.530         0         0        148096
     2.630         0         0        148110
     2.400         0         0        148125
     2.680         0         0        148126
     3.360         0         0        148147
     2.560         0         0        148180
     2.740         0         0        148218
     2.700         0         0        148255
     2.480         0         0        148341
     3.050         0         0        148343
     2.400         0         0        148358
     2.410         0         0        148363
     3.770         0         0        148367
     3.050         0         0        148387
     3.410         0         0        148393
     2.430         0         0        148419
     2.610         0         0        148449
     2.490         0         0        148451
     2.840         0         0        148456
     2.920         0         0        148457
     3.230         0         0        148478
     2.410         0         0        148481
     3.290         0         0        148524
     2.920         0         0        148526
     2.460         0         0        148552
     2.430         0         0        148561
     2.560         0         0        148565
     3.180         0         0        148605
     2.500         0         0        148616
     2.410         0         0        148632
     2.740         0         0        148644
     3.010         0         0        148645
     2.950         0         0        148648
     2.510         0         0        148676
     2.600         0         0        148691
     2.570         0         0        148727
     2.830         0         0        148730
     2.630         0         0        148740
     2.730         0         0        148744
     2.410         0         0        148761
     2.660         0         0        148775
     2.750         0         0        148787
     2.470         0         0        148792
     2.540         0         0        148806
     2.950         0         0        148837
     2.590         0         0        148853
     2.910         0         0        148856
     2.540         0         0        148862
     2.610         0         0        148868
     3.640         0         0        148869
     2.660         0         0        148925
     2.830         0         0        148935
     2.570         0         0        148944
     2.770         0         0        148953
     2.650         0         0        148985
     2.710         0         0        148996
     2.920         0         0        148998
     2.510         0         0        149004
     3.020         0         0        149015
     2.990         0         0        149031
     3.100         0         0        149043
     2.440         0         0        149044
     2.440         0         0        149048
     3.180         0         0        149053
     2.750         0         0        149069
     2.670         0         0        149088
     2.530         0         0        149093
     2.950         0         0        149095
     3.040         0         0        149098
     2.980         0         0        149099
     3.300         0         0        149102
     2.490         0         0        149103
     2.490         0         0        149109
     3.130         0         0        149122
     2.550         0         0        149123
     2.590         0         0        149125
     2.640         0         0        149129
     2.490         0         0        149170
     2.750         0         0        149173
     2.970         0         0        149207
     2.850         0         0        149208
     2.470         0         0        149213
     2.830         0         0        149231
     2.510         0         0        149234
     2.640         0         0        149240
     2.800         0         0        149242
     2.400         0         0        149253
     3.440         0         0        149254
     2.630         0         0        149260
     2.990         0         0        149263
     2.600         0         0        149267
     2.410         0         0        149287
     2.440         0         0        149328
     3.280         0         0        149331
     3.030         0         0        149335
     2.420         0         0        149360
     2.880         0         0        149376
     2.520         0         0        149408
     2.580         0         0        149411
     2.530         0         0        149413
     2.790         0         0        149472
     2.450         0         0        149514
     2.640         0         0        149522
     2.650         0         0        149538
     2.600         0         0        149556
     2.900         0         0        149577
     4.100         0         0        149580
     2.640         0         0        149584
     2.560         0         0        149591
     2.780         0         0        149593
     2.800         0         0        149595
     2.530         0         0        149605
     2.680         0         0        149620
     3.030         0         0        149621
     2.540         0         0        149638
     2.400         0         0        149640
     3.190         0         0        149657
     3.690         0         0        149665
     2.430         0         0        149691
     2.700         0         0        149699
     2.660         0         0        149714
     3.450         0         0        149790
     2.500         0         0        149807
     2.990         0         0        149816
     2.740         0         0        149818
     2.580         0         0        149826
     2.790         0         0        149828
     2.960         0         0        149831
     2.630         0         0        149835
     2.590         0         0        149847
     3.300         0         0        149859
     3.120         0         0        149866
     3.170         0         0        149871
     4.590         0         0        149881
     2.880         0         0        149891
     3.650         0         0        149932
     3.840         0         0        149954
     3.140         0         0        149962
     2.780         0         0        149964
     4.720         0         0        149967
     2.550         0         0        149990
     2.760         0         0        150005
     3.370         0         0        150009
     3.520         0         0        150013
     3.400         0         0        150022
     2.720         0         0        150037
     2.450         0         0        150075
     2.440         0         0        150079
     3.540         0         0        150084
     3.050         0         0        150115
     3.210         0         0        150128
     2.400         0         0        150151
     2.440         0         0        150166
     2.810         0         0        150172
     2.670         0         0        150176
     2.860         0         0        150177
     2.890         0         0        150187
     2.830         0         0        150203
     3.020         0         0        150217
     2.660         0         0        150220
     3.130         0         0        150237
     2.570         0         0        150239
     2.600         0         0        150253
     2.600         0         0        150273
     2.850         0         0        150279
     2.840         0         0        150286
     2.880         0         0        150289
     3.200         0         0        150366
     2.720         0         0        150380
     2.580         0         0        150407
     2.460         0         0        150410
     3.120         0         0        150411
     2.520         0         0        150421
     2.740         0         0        150452
     2.720         0         0        150453
     2.860         0         0        150454
     2.470         0         0        150456
     2.640         0         0        150458
     2.430         0         0        150470
     2.450         0         0        150473
     3.100         0         0        150474
     2.420         0         0        150480
     3.570         0         0        150525
     2.470         0         0        150530
     2.770         0         0        150563
     2.400         0         0        150568
     2.480         0         0        150579
     2.620         0         0        150580
     2.550         0         0        150584
     2.440         0         0        150618
     2.400         0         0        150626
     2.630         0         0        150678
     2.430         0         0        150729
     2.800         0         0        150745
     2.780         0         0        150750
     3.290         0         0        150751
     2.540         0         0        150755
     2.510         0         0        150759
     2.500         0         0        150799
     2.530         0         0        150817
     2.760         0         0        150834
     2.530         0         0        150866
     2.510         0         0        150867
     2.510         0         0        150872
     3.010         0         0        150877
     2.710         0         0        150882
     4.320         0         0        150888
     2.770         0         0        150894
     2.650         0         0        150911
     2.490         0         0        150921
     3.430         0         0        150940
     3.240         0         0        150943
     2.760         0         0        150968
     2.580         0         0        151005
     2.940         0         0        151034
     2.520         0         0        151053
     3.010         0         0        151055
     2.530         0         0        151056
     3.070         0         0        151057
     3.430         0         0        151091
     2.550         0         0        151105
     2.420         0         0        151107
     2.780         0         0        151118
     2.440         0         0        151129
     3.150         0         0        151142
     2.740         0         0        151152
     2.560         0         0        151192
     2.820         0         0        151193
     2.510         0         0        151197
     2.650         0         0        151204
     2.970         0         0        151211
     2.650         0         0        151243
     3.280         0         0        151268
     3.790         0         0        151306
     2.940         0         0        151314
     2.480         0         0        151334
     2.550         0         0        151357
     2.790         0         0        151379
     2.490         0         0        151387
     3.360         0         0        151395
     2.850         0         0        151413
     3.400         0         0        151417
     2.420         0         0        151422
     2.870         0         0        151468
     2.510         0         0        151470
     2.480         0         0        151491
     3.200         0         0        151495
     2.630         0         0        151500
     2.460         0         0        151505
     2.760         0         0        151536
     2.770         0         0        151539
     2.510         0         0        151550
     2.480         0         0        151556
     3.000         0         0        151563
     2.440         0         0        151586
     3.230         0         0        151617
     3.860         0         0        151623
     2.450         0         0        151647
     2.740         0         0        151652
     2.850         0         0        151659
     3.090         0         0        151662
     2.410         0         0        151664
     2.490         0         0        151696
     2.840         0         0        151701
     2.540         0         0        151771
     2.570         0         0        151776
     3.610         0         0        151794
     3.660         0         0        151802
     2.840         0         0        151841
     3.340         0         0        151845
     3.550         0         0        151858
     2.910         0         0        151861
     2.800         0         0        151864
     2.720         0         0        151872
     2.570         0         0        151922
     2.590         0         0        151931
     3.250         0         0        151939
     2.730         0         0        151940
     2.830         0         0        151941
     2.400         0         0        151949
     2.480         0         0        151960
     2.890         0         0        151969
     3.060         0         0        151971
     3.270         0         0        151972
     2.420         0         0        151973
     2.820         0         0        152064
     2.660         0         0        152065
     2.500         0         0        152067
     2.950         0         0        152086
     3.130         0         0        152094
     2.640         0         0        152098
     2.410         0         0        152111
     2.740         0         0        152127
     2.870         0         0        152131
     2.460         0         0        152178
     3.090         0         0        152185
     2.470         0         0        152190
     2.930         0         0        152194
     3.020         0         0        152197
     2.630         0         0        152201
     3.090         0         0        152204
     3.330         0         0        152226
     2.660         0         0        152229
     2.680         0         0        152239
     2.410         0         0        152244
     2.410         0         0        152254
     2.730         0         0        152277
     4.530         0         0        152279
     2.930         0         0        152287
     2.790         0         0        152311
     2.810         0         0        152330
     2.490         0         0        152374
     2.420         0         0        152394
     2.710         0         0        152403
     2.430         0         0        152421
     3.450         0         0        152422
     2.960         0         0        152437
     2.660         0         0        152440
     2.440         0         0        152467
     2.400         0         0        152469
     2.720         0         0        152500
     2.960         0         0        152519
     2.860         0         0        152525
     2.430         0         0        152534
     2.760         0         0        152535
     3.250         0         0        152539
     2.510         0         0        152544
     2.730         0         0        152559
     3.150         0         0        152576
     2.740         0         0        152614
     3.800         0         0        152616
     3.680         0         0        152618
     2.770         0         0        152622
     2.540         0         0        152626
     3.420         0         0        152630
     2.880         0         0        152637
     3.010         0         0        152655
     3.210         0         0        152667
     3.010         0         0        152669
     2.480         0         0        152691
     2.580         0         0        152697
     2.750         0         0        152814
     2.480         0         0        152820
     2.500         0         0        152833
     2.900         0         0        152843
     2.700         0         0        152848
     2.410         0         0        152864
     2.500         0         0        152892
     2.410         0         0        152900
     3.150         0         0        152922
     4.700         0         0        152924
     2.500         0         0        152925
     2.410         0         0        152931
     2.500         0         0        152953
     3.080         0         0        152972
     2.630         0         0        152975
     2.420         0         0        152982
     2.710         0         0        152985
     3.540         0         0        152990
     2.660         0         0        153001
     2.480         0         0        153002
     2.760         0         0        153014
     4.490         0         0        153027
     2.480         0         0        153028
     2.530         0         0        153030
     2.710         0         0        153042
     3.070         0         0        153050
     2.660         0         0        153104
     2.730         0         0        153105
     2.530         0         0        153119
     3.150         0         0        153244
     2.880         0         0        153310
     2.880         0         0        153338
     2.550         0         0        153418
     2.400         0         0        153423
     2.570         0         0        153434
     2.690         0         0        153445
     2.470         0         0        153458
     2.400         0         0        153466
     2.600         0         0        153479
     2.440         0         0        153492
     2.440         0         0        153509
     2.590         0         0        153515
     2.440         0         0        153586
     2.510         0         0        153596
     2.470         0         0        153599
     2.650         0         0        153611
     3.230         0         0        153645
     2.500         0         0        153659
     3.000         0         0        153677
     3.260         0         0        153689
     2.450         0         0        153723
     2.400         0         0        153724
     2.660         0         0        153726
     2.950         0         0        153731
     2.460         0         0        153749
     2.460         0         0        153787
     2.510         0         0        153798
     2.730         0         0        153802
     3.290         0         0        153809
     3.410         0         0        153810
     2.530         0         0        153865
     2.850         0         0        153873
     2.620         0         0        153912
     2.640         0         0        153915
     2.450         0         0        153917
     2.710         0         0        153948
     2.410         0         0        153949
     2.910         0         0        153956
     2.470         0         0        153961
     4.510         0         0        153969
     2.640         0         0        153983
     2.620         0         0        153994
     2.460         0         0        153996
     2.580         0         0        154027
     2.470         0         0        154034
     2.730         0         0        154107
     2.820         0         0        154109
     2.600         0         0        154126
     3.040         0         0        154139
     2.420         0         0        154146
     2.550         0         0        154148
     2.620         0         0        154155
     2.900         0         0        154166
     2.420         0         0        154171
     2.790         0         0        154194
     2.670         0         0        154218
     3.280         0         0        154247
     2.680         0         0        154268
     2.630         0         0        154271
     2.460         0         0        154290
     2.650         0         0        154299
     3.200         0         0        154307
     2.840         0         0        154312
     2.500         0         0        154313
     2.670         0         0        154314
     2.470         0         0        154316
     2.490         0         0        154320
     2.620         0         0        154323
     2.720         0         0        154333
     2.630         0         0        154339
     4.210         0         0        154358
     2.570         0         0        154377
     2.600         0         0        154393
     2.770         0         0        154397
     3.040         0         0        154410
     2.520         0         0        154435
     3.140         0         0        154445
     3.570         0         0        154464
     3.070         0         0        154465
     2.420         0         0        154471
     4.100         0         0        154479
     2.400         0         0        154496
     2.520         0         0        154500
     2.400         0         0        154501
     3.510         0         0        154506
     2.420         0         0        154520
     2.520         0         0        154530
     3.810         0         0        154558
     3.120         0         0        154577
     2.670         0         0        154580
     2.570         0         0        154584
     3.200         0         0        154591
     2.460         0         0        154594
     2.500         0         0        154595
     2.570         0         0        154614
     3.310         0         0        154615
     2.910         0         0        154640
     2.490         0         0        154647
     2.680         0         0        154652
     2.420         0         0        154659
     2.800         0         0        154669
     3.040         0         0        154694
     3.660         0         0        154698
     2.420         0         0        154700
     2.480         0         0        154701
     2.510         0         0        154721
     2.940         0         0        154742
     2.470         0         0        154748
     2.710         0         0        154750
     3.250         0         0        154765
     2.780         0         0        154781
     3.490         0         0        154785
     2.950         0         0        154788
     2.820         0         0        154790
     2.400         0         0        154798
     2.870         0         0        154803
     2.650         0         0        154805
     2.540         0         0        154810
     2.940         0         0        154823
     2.720         0         0        154828
     2.670         0         0        154830
     2.720         0         0        154836
     2.650         0         0        154837
     2.420         0         0        154843
     2.930         0         0        154846
     2.530         0         0        154848
     2.820         0         0        154853
     2.810         0         0        154860
     3.570         0         0        154866
     3.800         0         0        154875
     2.740         0         0        154884
     3.080         0         0        154893
     2.430         0         0        154921
     2.870         0         0        154924
     2.580         0         0        154927
     3.390         0         0        154946
     2.430         0         0        154971
     2.910         0         0        154975
     2.510         0         0        154989
     2.610         0         0        154997
     2.670         0         0        155001
     2.490         0         0        155048
     3.050         0         0        155092
     2.600         0         0        155098
     2.550         0         0        155128
     2.810         0         0        155148
     2.900         0         0        155168
     3.240         0         0        155172
     2.520         0         0        155184
     2.800         0         0        155185
     2.750         0         0        155189
     2.410         0         0        155191
     3.400         0         0        155193
     2.720         0         0        155195
     2.540         0         0        155217
     2.460         0         0        155231
     2.740         0         0        155233
     2.470         0         0        155238
     2.770         0         0        155239
     2.660         0         0        155272
     2.570         0         0        155296
     3.320         0         0        155318
     2.540         0         0        155321
     3.080         0         0        155358
     2.560         0         0        155369
     2.890         0         0        155378
     2.440         0         0        155383
     2.920         0         0        155426
     2.670         0         0        155434
     2.530         0         0        155440
     2.560         0         0        155464
     2.680         0         0        155469
     2.570         0         0        155479
     2.990         0         0        155511
     2.600         0         0        155543
     2.790         0         0        155544
     2.510         0         0        155573
     2.440         0         0        155578
     2.670         0         0        155582
     3.060         0         0        155600
     3.560         0         0        155602
     2.740         0         0        155647
     2.450         0         0        155669
     2.430         0         0        155671
     2.640         0         0        155679
     2.430         0         0        155692
     2.430         0         0        155708
     2.460         0         0        155718
     2.670         0         0        155767
     2.580         0         0        155772
     3.150         0         0        155776
     2.840         0         0        155778
     2.720         0         0        155799
     2.700         0         0        155801
     2.430         0         0        155811
     3.170         0         0        155829
     2.670         0         0        155840
     2.970         0         0        155876
     2.510         0         0        155901
     3.110         0         0        155906
     3.030         0         0        155918
     2.490         0         0        155931
     2.480         0         0        155935
     2.520         0         0        155943
     2.420         0         0        156035
     2.900         0         0        156042
     2.550         0         0        156045
     2.400         0         0        156064
     2.960         0         0        156095
     2.490         0         0        156117
     3.060         0         0        156138
     2.510         0         0        156165
     2.400         0         0        156168
     2.670         0         0        156179
     2.430         0         0        156186
     2.820         0         0        156188
     3.050         0         0        156208
     2.850         0         0        156226
     2.400         0         0        156261
     2.640         0         0        156271
     3.060         0         0        156286
     2.440         0         0        156287
     2.490         0         0        156291
     2.400         0         0        156337
     2.440         0         0        156339
     2.550         0         0        156343
     2.450         0         0        156377
     2.600         0         0        156411
     2.620         0         0        156445
     2.480         0         0        156464
     2.490         0         0        156494
     2.670         0         0        156508
     2.610         0         0        156528
     2.850         0         0        156581
     2.480         0         0        156607
     2.740         0         0        156608
     2.680         0         0        156609
     2.900         0         0        156616
     2.600         0         0        156640
     2.780         0         0        156654
     2.480         0         0        156668
     2.710         0         0        156692
     2.700         0         0        156695
     2.560         0         0        156699
     2.950         0         0        156708
     2.610         0         0        156714
     2.850         0         0        156733
     2.580         0         0        156734
     2.550         0         0        156735
     2.580         0         0        156740
     2.540         0         0        156782
     2.620         0         0        156819
     2.610         0         0        156938
     2.510         0         0        156941
     2.400         0         0        156982
     2.540         0         0        156989
     2.450         0         0        157068
     2.760         0         0        157075
     2.690         0         0        157117
     2.440         0         0        157133
     2.440         0         0        157180
     2.440         0         0        157184
     2.460         0         0        157188
     3.570         0         0        159487
     3.550         0         0        162765
     2.410         0         0        167386
     2.780         0         0        172374
     2.640         0         0        173089
     2.850         0         0        175403
     2.960         0         0        180801
     2.620         0         0        181886
     3.100         0         0        182284
     2.730         0         0        183673
     2.930         0         0        184972
     3.480         0         0        185037
     3.300         0         0        185999
     2.440         0         0        189163
     2.550         0         0        192080
     2.800         0         0        193573
     2.680         0         0        196406
     2.450         0         0        196591
     2.460         0         0        196833
     2.920         0         0        198010
     2.620         0         0        199282
     2.730         0         0        199314
     3.220         0         0        199332
     2.710         0         0        199365
     2.500         0         0        199389
     2.580         0         0        199442
     2.680         0         0        199447
     2.690         0         0        199461
     2.590         0         0        199465
     2.430         0         0        199494
     2.620         0         0        199499
     2.810         0         0        199533
     2.920         0         0        199543
     2.410         0         0        199580
     2.790         0         0        199582
     2.500         0         0        199584
     2.790         0         0        199628
     2.560         0         0        199634
     2.480         0         0        199638
     2.480         0         0        199680
     2.450         0         0        199718
     2.510         0         0        199732
     3.340         0         0        199755
     3.660         0         0        199822
     2.820         0         0        199841
     2.450         0         0        199920
     3.110         0         0        199930
     3.950         0         0        199950
     2.400         0         0        199966
     2.660         0         0        199993
     3.080         0         0        200028
     2.870         0         0        200064
     2.460         0         0        200069
     2.550         0         0        200077
