# MAG          N-AS          N-FS        MS-ID; note N_AS=0 highlights singles or FS only
     2.910         0         0          1389
     3.090         0         0          1391
     2.570         0         0          1392
     2.690         0         0          1393
     3.680         0         0          1394
     3.120         0         0          1395
     2.760         0         0          1396
     2.640         0         0          1397
     2.710         0         0          1402
     2.930         0         0          1405
     2.910         0         0          1406
     3.330         0         0          1409
     3.090         0         0          1426
     3.860         0         0          1432
     2.630         0         0          1433
     2.400         0         0          1436
     3.060         0         0          1437
     2.720         0         0          1439
     2.410         0         0          1440
     2.660         0         0          1441
     3.110         0         0          1442
     3.000         0         0          1444
     2.450         0         0          1445
     2.500         0         0          1446
     2.820         0         0          1448
     3.100         0         0          1449
     2.620         0         0          1450
     2.610         0         0          1451
     2.620         0         0          1454
     3.280         0         0          1455
     2.470         0         0          1456
     2.850         0         0          1457
     3.330         0         0          1458
     2.680         0         0          1459
     3.010         0         0          1460
     2.590         0         0          1461
     2.400         0         0          1462
     2.590         0         0          1463
     2.740         0         0          1464
     3.140         0         0          1466
     2.610         0         0          1467
     3.160         0         0          1468
     3.290         0         0          1469
     2.650         0         0          1470
     2.460         0         0          1471
     2.700         0         0          1472
     2.550         0         0          1473
     2.650         0         0          1474
     2.950         0         0          1475
     2.530         0         0          1476
     2.740         0         0          1477
     2.570         0         0          1493
     2.640         0         0          1494
     2.720         0         0          1497
     2.660         0         0          1501
     2.810         0         0          1502
     2.460         0         0          1507
     2.520         0         0          1508
     2.580         0         0          1509
     2.990         0         0          1510
     2.780         0         0          1513
     2.770         0         0          1514
     2.720         0         0          1515
     2.460         0         0          1518
     2.920         0         0          1519
     3.000         0         0          1520
     2.790         0         0          1521
     2.700         0         0          1530
     2.740         0         0          1532
     2.730         0         0          1533
     3.600         0         0          1534
     3.100         0         0          1535
     3.320         0         0          1536
     2.560         0         0          1537
     2.950         0         0          1539
     2.540         0         0          1540
     2.550         0         0          1541
     2.660         0         0          1542
     3.330         0         0          1543
     2.430         0         0          1544
     3.080         0         0          1545
     2.650         0         0          1546
     3.160         0         0          1547
     2.500         0         0          1550
     2.780         0         0          1551
     3.280         0         0          1552
     2.530         0         0          1554
     2.680         0         0          1555
     2.740         0         0          1556
     2.430         0         0          1560
     2.730         0         0          1562
     3.210         0         0          1563
     2.750         0         0          1564
     2.870         0         0          1565
     2.600         0         0          1568
     2.530         0         0          1570
     2.930         0         0          1571
     2.820         0         0          1572
     3.060         0         0          1573
     3.510         0         0          1578
     2.740         0         0          1581
     2.510         0         0          1582
     2.420         0         0          1583
     3.360         0         0          1591
     3.230         0         0          1592
     2.880         0         0          1594
     2.900         0         0          1595
     3.150         0         0          1596
     3.060         0         0          1597
     2.760         0         0          1598
     2.640         0         0          1601
     3.060         0         0          1602
     2.790         0         0          1603
     2.810         0         0          1604
     3.190         0         0          1605
     2.440         0         0          1606
     2.900         0         0          1607
     3.170         0         0          1608
     2.500         0         0          1610
     2.510         0         0          1612
     2.730         0         0          1614
     2.600         0         0          1615
     3.140         0         0          1616
     2.680         0         0          1617
     2.530         0         0          1619
     2.760         0         0          1621
     3.880         0         0          1623
     2.950         0         0          1624
     2.550         0         0          1626
     3.060         0         0          1628
     2.690         0         0          1633
     2.850         0         0          1634
     2.830         0         0          1635
     2.860         0         0          1636
     3.330         0         0          1637
     2.740         0         0          1648
     2.800         0         0          1651
     2.720         0         0          1652
     4.260         0         0          1653
     3.230         0         0          1654
     3.030         0         0          1655
     2.480         0         0          1656
     2.660         0         0          1658
     2.820         0         0          1659
     2.680         0         0          1660
     2.410         0         0          1661
     2.790         0         0          1662
     2.920         0         0          1663
     2.890         0         0          1664
     2.600         0         0          1666
     2.490         0         0          1667
     2.900         0         0          1668
     2.750         0         0          1669
     2.410         0         0          1670
     2.950         0         0          1671
     3.130         0         0          1672
     2.710         0         0          1673
     3.310         0         0          1674
     2.450         0         0          1677
     2.460         0         0          1679
     2.470         0         0          1681
     2.530         0         0          1682
     2.510         0         0          1683
     3.090         0         0          1684
     2.720         0         0          1685
     2.550         0         0          1686
     2.760         0         0          1688
     2.620         0         0          1689
     3.590         0         0          1690
     2.600         0         0          1694
     2.660         0         0          1695
     2.770         0         0          1698
     2.590         0         0          1699
     2.480         0         0          1700
     2.610         0         0          1701
     2.850         0         0          1702
     3.780         0         0          1703
     2.860         0         0          1710
     3.570         0         0          1711
     2.550         0         0          1712
     2.680         0         0          1717
     2.910         0         0          1719
     2.430         0         0          1722
     2.510         0         0          1724
     3.110         0         0          1733
     2.400         0         0          1734
     3.390         0         0          1736
     2.540         0         0          1739
     2.620         0         0          1740
     2.720         0         0          1746
     3.030         0         0          1752
     2.810         0         0          1755
     2.840         0         0          1757
     2.970         0         0          1758
     2.840         0         0          1764
     2.410         0         0          1765
     2.460         0         0          1767
     2.480         0         0          1769
     2.770         0         0          1773
     2.470         0         0          1775
     2.410         0         0          1776
     4.200         0         0          1777
     2.550         0         0          1780
     3.600         0         0          1782
     2.880         0         0          1783
     2.760         0         0          1784
     2.680         0         0          1785
     3.030         0         0          1788
     3.620         0         0          1790
     2.420         0         0          1791
     2.640         0         0          1794
     2.460         0         0          1796
     2.800         0         0          1797
     2.760         0         0          1801
     2.470         0         0          1807
     2.800         0         0          1808
     2.700         0         0          1810
     2.690         0         0          1813
     2.690         0         0          1815
     2.650         0         0          1838
     2.740         0         0          1839
     2.560         0         0          1840
     2.480         0         0          1844
     2.570         0         0          1850
     3.230         0         0          1851
     2.480         0         0          1854
     2.830         0         0          1856
     2.600         0         0          1860
     2.570         0         0          1866
     2.720         0         0          1867
     2.410         0         0          1869
     2.580         0         0          1875
     2.510         0         0          1883
     2.540         0         0          1884
     2.770         0         0          1885
     2.970         0         0          1886
     2.860         0         0          1887
     3.660         0         0          1890
     3.600         0         0          1893
     2.700         0         0          1894
     2.600         0         0          1895
     2.790         0         0          1898
     2.430         0         0          1905
     3.570         0         0          1906
     2.420         0         0          1907
     2.550         0         0          1909
     2.520         0         0          1910
     2.460         0         0          1916
     2.430         0         0          1921
     3.940         0         0          1925
     2.590         0         0          1930
     2.730         0         0          1931
     3.400         0         0          1932
     2.470         0         0          1939
     2.520         0         0          1941
     2.480         0         0          1942
     2.480         0         0          1943
     3.740         0         0          1944
     2.720         0         0          1945
     3.100         0         0          1946
     2.740         0         0          1947
     3.220         0         0          1948
     2.860         0         0          1950
     2.460         0         0          1951
     2.590         0         0          1952
     2.560         0         0          1953
     2.420         0         0          1954
     2.850         0         0          1955
     2.550         0         0          1956
     2.500         0         0          1957
     2.670         0         0          1958
     2.560         0         0          1963
     2.680         0         0          1977
     2.510         0         0          1978
     2.630         0         0          1981
     2.620         0         0          1985
     2.590         0         0          1991
     2.910         0         0          1992
     2.540         0         0          1993
     2.470         0         0          1995
     2.850         0         0          1996
     2.480         0         0          1999
     3.490         0         0          2000
     2.730         0         0          2004
     3.070         0         0          2006
     2.740         0         0          2009
     2.660         0         0          2010
     2.660         0         0          2012
     2.940         0         0          2015
     2.690         0         0          2016
     2.510         0         0          2018
     3.410         0         0          2019
     2.880         0         0          2026
     3.200         0         0          2098
     2.970         0         0          2136
     2.720         0         0          2137
     2.780         0         0          2139
     3.900         0         0          2143
     2.710         0         0          2145
     2.640         0         0          2149
     2.640         0         0          2150
     2.740         0         0          2163
     3.550         0         0          2167
     2.540         0         0          2169
     3.330         0         0          2170
     2.700         0         0          2171
     2.700         0         0          2175
     3.720         0         0          2177
     4.710         0         0          2183
     2.570         0         0          2185
     2.560         0         0          2186
     2.980         0         0          2193
     2.910         0         0          2194
     2.420         0         0          2195
     3.050         0         0          2196
     3.930         0         0          2197
     3.120         0         0          2198
     2.490         0         0          2200
     2.640         0         0          2201
     2.600         0         0          2204
     2.640         0         0          2208
     3.020         0         0          2212
     3.060         0         0          2214
     2.420         0         0          2218
     2.500         0         0          2219
     2.820         0         0          2220
     2.480         0         0          2221
     2.430         0         0          2223
     2.540         0         0          2224
     2.880         0         0          2225
     2.820         0         0          2226
     2.500         0         0          2229
     2.820         0         0          2230
     3.990         0         0          2231
     2.440         0         0          2237
     2.900         0         0          2238
     2.740         0         0          2245
     2.940         0         0          2246
     2.710         0         0          2249
     3.330         0         0          2251
     2.430         0         0          2254
     3.370         0         0          2257
     2.710         0         0          2259
     2.600         0         0          2260
     2.610         0         0          2261
     2.600         0         0          2262
     3.080         0         0          2264
     3.310         0         0          2266
     2.940         0         0          2267
     2.470         0         0          2268
     2.810         0         0          2269
     2.710         0         0          2270
     3.470         0         0          2271
     3.250         0         0          2276
     2.950         0         0          2277
     4.350         0         0          2278
     2.680         0         0          2279
     2.620         0         0          2280
     2.970         0         0          2282
     3.840         0         0          2283
     2.920         0         0          2284
     2.750         0         0          2287
     2.430         0         0          2289
     2.870         0         0          2290
     2.490         0         0          2291
     3.470         0         0          2293
     2.970         0         0          2294
     3.590         0         0          2295
     3.700         0         0          2296
     2.780         0         0          2298
     2.790         0         0          2299
     3.050         0         0          2300
     3.580         0         0          2302
     2.720         0         0          2303
     3.650         0         0          2304
     2.800         0         0          2305
     2.570         0         0          2306
     3.160         0         0          2307
     2.760         0         0          2308
     2.910         0         0          2310
     2.400         0         0          2312
     2.420         0         0          2314
     3.440         0         0          2315
     3.100         0         0          2316
     3.390         0         0          2318
     2.660         0         0          2319
     2.420         0         0          2320
     3.480         0         0          2321
     2.520         0         0          2322
     3.320         0         0          2324
     2.810         0         0          2327
     2.800         0         0          2328
     2.520         0         0          2329
     3.010         0         0          2334
     2.430         0         0          2335
     2.570         0         0          2336
     2.460         0         0          2337
     2.450         0         0          2338
     2.970         0         0          2339
     2.620         0         0          2340
     3.030         0         0          2345
     2.400         0         0          2347
     3.000         0         0          2348
     2.580         0         0          2350
     2.520         0         0          2351
     2.710         0         0          2352
     3.290         0         0          2353
     2.470         0         0          2355
     3.070         0         0          2360
     3.460         0         0          2361
     3.210         0         0          2362
     2.630         0         0          2365
     2.430         0         0          2366
     2.800         0         0          2367
     2.430         0         0          2369
     3.090         0         0          2370
     2.490         0         0          2372
     2.720         0         0          2373
     2.650         0         0          2374
     3.360         0         0          2377
     2.470         0         0          2380
     2.880         0         0          2381
     3.110         0         0          2385
     2.680         0         0          2387
     2.440         0         0          2389
     3.360         0         0          2391
     2.740         0         0          2397
     2.600         0         0          2398
     3.700         0         0          2404
     2.510         0         0          2405
     2.640         0         0          2406
     2.660         0         0          2407
     2.660         0         0          2408
     2.650         0         0          2411
     2.740         0         0          2412
     2.910         0         0          2413
     3.020         0         0          2415
     2.660         0         0          2416
     2.620         0         0          2419
     2.480         0         0          2420
     2.960         0         0          2421
     2.460         0         0          2426
     2.700         0         0          2428
     2.610         0         0          2429
     2.530         0         0          2430
     2.590         0         0          2433
     2.730         0         0          2435
     3.690         0         0          2437
     2.840         0         0          2439
     3.720         0         0          2440
     3.210         0         0          2441
     2.510         0         0          2450
     3.360         0         0          2452
     2.870         0         0          2454
     2.760         0         0          2457
     2.580         0         0          2458
     2.670         0         0          2461
     2.890         0         0          2464
     2.550         0         0          2466
     2.540         0         0          2467
     2.550         0         0          2476
     2.760         0         0          2477
     2.570         0         0          2478
     2.590         0         0          2479
     2.580         0         0          2480
     2.410         0         0          2481
     2.540         0         0          2482
     2.450         0         0          2483
     2.630         0         0          2485
     2.830         0         0          2487
     2.430         0         0          2489
     2.560         0         0          2490
     2.420         0         0          2492
     2.530         0         0          2493
     3.020         0         0          2494
     2.680         0         0          2502
     2.780         0         0          2504
     3.030         0         0          2505
     2.710         0         0          2507
     2.730         0         0          2508
     3.440         0         0          2510
     4.140         0         0          2512
     2.960         0         0          2514
     2.430         0         0          2516
     2.450         0         0          2519
     2.940         0         0          2520
     2.800         0         0          2521
     2.560         0         0          2522
     2.420         0         0          2523
     2.570         0         0          2528
     2.440         0         0          2529
     2.950         0         0          2534
     2.400         0         0          2535
     3.460         0         0          2536
     2.770         0         0          2537
     2.570         0         0          2538
     2.640         0         0          2539
     2.660         0         0          2541
     2.860         0         0          2543
     2.470         0         0          2545
     2.670         0         0          2548
     3.950         0         0          2551
     3.220         0         0          2552
     2.580         0         0          2553
     3.020         0         0          2554
     4.330         0         0          2557
     2.780         0         0          2558
     2.850         0         0          2559
     2.720         0         0          2560
     3.430         0         0          2561
     2.870         0         0          2564
     2.600         0         0          2582
     2.650         0         0          2584
     2.740         0         0          2590
     2.480         0         0          2591
     2.770         0         0          2600
     2.470         0         0          2605
     3.960         0         0          2607
     2.920         0         0          2610
     2.580         0         0          2611
     3.420         0         0          2612
     2.520         0         0          2613
     2.520         0         0          2614
     2.770         0         0          2615
     2.610         0         0          2618
     3.130         0         0          2619
     2.890         0         0          2620
     2.640         0         0          2621
     2.840         0         0          2623
     3.480         0         0          2624
     2.440         0         0          2627
     3.160         0         0          2630
     3.060         0         0          2634
     2.440         0         0          2635
     2.540         0         0          2639
     2.670         0         0          2640
     2.420         0         0          2642
     2.580         0         0          2643
     2.860         0         0          2645
     2.960         0         0          2647
     2.670         0         0          2648
     2.690         0         0          2649
     2.970         0         0          2650
     3.350         0         0          2651
     2.530         0         0          2652
     2.740         0         0          2653
     2.690         0         0          2654
     2.570         0         0          2655
     4.150         0         0          2658
     2.930         0         0          2660
     2.520         0         0          2662
     2.550         0         0          2664
     2.410         0         0          2665
     3.150         0         0          2666
     2.830         0         0          2668
     2.900         0         0          2670
     2.650         0         0          2671
     2.960         0         0          2672
     2.410         0         0          2674
     3.120         0         0          2676
     2.610         0         0          2677
     2.470         0         0          2678
     2.430         0         0          2680
     2.760         0         0          2681
     2.990         0         0          2682
     2.650         0         0          2683
     2.780         0         0          2686
     2.570         0         0          2687
     2.480         0         0          2688
     2.650         0         0          2689
     2.620         0         0          2691
     2.920         0         0          2692
     3.680         0         0          2694
     3.410         0         0          2696
     3.070         0         0          2698
     2.900         0         0          2699
     2.810         0         0          2700
     2.670         0         0          2701
     3.200         0         0          2702
     2.410         0         0          2703
     2.400         0         0          2704
     2.890         0         0          2705
     2.660         0         0          2707
     3.020         0         0          2708
     2.750         0         0          2709
     3.700         0         0          2710
     3.200         0         0          2711
     2.790         0         0          2712
     2.980         0         0          2716
     3.240         0         0          2717
     2.670         0         0          2720
     4.220         0         0          2721
     2.690         0         0          2722
     4.050         0         0          2723
     2.650         0         0          2724
     2.610         0         0          2725
     2.560         0         0          2726
     2.610         0         0          2727
     2.510         0         0          2729
     2.580         0         0          2730
     2.570         0         0          2732
     2.840         0         0          2733
     3.360         0         0          2734
     3.500         0         0          2735
     3.040         0         0          2736
     3.290         0         0          2737
     2.470         0         0          2738
     3.580         0         0          2739
     2.530         0         0          2742
     3.300         0         0          2743
     3.780         0         0          2744
     2.800         0         0          2745
     2.540         0         0          2746
     2.550         0         0          2747
     2.610         0         0          2748
     2.480         0         0          2750
     3.270         0         0          2754
     2.680         0         0          2756
     2.750         0         0          2757
     2.860         0         0          2758
     3.140         0         0          2759
     2.630         0         0          2760
     2.430         0         0          2761
     3.470         0         0          2762
     3.080         0         0          2763
     3.080         0         0          2764
     2.890         0         0          2765
     2.540         0         0          2768
     2.440         0         0          2769
     3.230         0         0          2770
     2.740         0         0          2771
     2.710         0         0          2774
     2.880         0         0          2775
     2.620         0         0          2776
     2.790         0         0          2777
     3.040         0         0          2778
     2.430         0         0          2779
     2.400         0         0          2780
     3.950         0         0          2781
     2.960         0         0          2782
     2.890         0         0          2832
     2.620         0         0          2857
     3.170         0         0          2862
     2.410         0         0          2875
     2.920         0         0          2883
     3.000         0         0          2887
     2.530         0         0          2918
     2.980         0         0          2920
     2.800         0         0          2936
     2.730         0         0          2946
     2.560         0         0          3000
     2.530         0         0          3002
     2.460         0         0          3003
     2.410         0         0          3005
     2.760         0         0          3011
     2.580         0         0          3031
     2.640         0         0          3038
     2.560         0         0          3040
     2.710         0         0          3041
     2.620         0         0          3042
     2.970         0         0          3043
     2.420         0         0          3044
     2.690         0         0          3046
     2.830         0         0          3047
     2.480         0         0          3049
     2.440         0         0          3050
     3.240         0         0          3052
     2.760         0         0          3057
     2.800         0         0          3067
     2.620         0         0          3068
     2.640         0         0          3070
     2.540         0         0          3071
     2.560         0         0          3072
     2.610         0         0          3073
     2.860         0         0          3075
     2.490         0         0          3076
     2.740         0         0          3077
     2.610         0         0          3078
     2.550         0         0          3080
     2.440         0         0          3083
     2.680         0         0          3084
     3.390         0         0          3085
     2.720         0         0          3086
     2.880         0         0          3087
     2.780         0         0          3088
     2.730         0         0          3089
     3.170         0         0          3091
     3.270         0         0          3092
     2.680         0         0          3093
     2.430         0         0          3094
     2.450         0         0          3097
     2.980         0         0          3098
     4.040         0         0          3099
     3.010         0         0          3102
     2.990         0         0          3103
     2.530         0         0          3104
     2.660         0         0          3105
     2.440         0         0          3108
     2.670         0         0          3110
     2.470         0         0          3111
     2.500         0         0          3112
     2.430         0         0          3115
     3.510         0         0          3116
     2.470         0         0          3120
     2.660         0         0          3122
     2.880         0         0          3124
     2.640         0         0          3126
     3.220         0         0          3127
     2.550         0         0          3128
     2.460         0         0          3129
     2.740         0         0          3130
     2.590         0         0          3133
     3.470         0         0          3135
     2.620         0         0          3137
     3.150         0         0          3140
     3.240         0         0          3141
     2.680         0         0          3145
     2.930         0         0          3190
     2.610         0         0          3207
     2.910         0         0          3210
     2.830         0         0          3212
     3.170         0         0          3214
     2.680         0         0          3215
     2.840         0         0          3216
     3.480         0         0          3218
     2.580         0         0          3222
     2.420         0         0          3224
     2.710         0         0          3225
     2.970         0         0          3226
     2.610         0         0          3228
     3.450         0         0          3229
     2.580         0         0          3230
     3.070         0         0          3231
     2.720         0         0          3233
     3.270         0         0          3234
     3.070         0         0          3235
     3.030         0         0          3236
     3.260         0         0          3237
     2.550         0         0          3238
     2.970         0         0          3240
     2.600         0         0          3241
     2.970         0         0          3242
     2.820         0         0          3243
     2.800         0         0          3246
     2.580         0         0          3251
     2.770         0         0          3253
     3.170         0         0          3255
     2.720         0         0          3257
     2.720         0         0          3258
     2.460         0         0          3265
     3.350         0         0          3269
     3.020         0         0          3270
     2.550         0         0          3271
     2.990         0         0          3273
     2.580         0         0          3276
     2.620         0         0          3278
     2.430         0         0          3279
     2.460         0         0          3280
     3.040         0         0          3281
     2.550         0         0          3282
     2.440         0         0          3283
     2.720         0         0          3285
     2.400         0         0          3289
     3.110         0         0          3290
     3.070         0         0          3291
     3.310         0         0          3293
     2.670         0         0          3294
     2.990         0         0          3322
     2.990         0         0          3323
     3.340         0         0          3324
     3.020         0         0          3325
     2.960         0         0          3326
     2.520         0         0          3331
     2.450         0         0          3333
     3.270         0         0          3334
     2.580         0         0          3335
     2.570         0         0          3336
     3.180         0         0          3342
     3.580         0         0          3345
     2.650         0         0          3347
     2.460         0         0          3348
     3.870         0         0          3350
     2.780         0         0          3351
     2.880         0         0          3352
     3.340         0         0          3356
     2.790         0         0          3358
     3.290         0         0          3361
     2.480         0         0          3379
     2.870         0         0          3383
     3.360         0         0          3384
     2.700         0         0          3385
     3.130         0         0          3386
     2.440         0         0          3387
     2.500         0         0          3389
     3.030         0         0          3391
     2.440         0         0          3392
     3.050         0         0          3393
     2.400         0         0          3395
     2.540         0         0          3396
     2.430         0         0          3418
     2.600         0         0          3419
     2.890         0         0          3420
     2.700         0         0          3423
     3.810         0         0          3424
     2.690         0         0          3425
     2.560         0         0          3427
     2.590         0         0          3428
     2.430         0         0          3429
     2.460         0         0          3436
     2.430         0         0          3437
     3.070         0         0          3438
     2.900         0         0          3445
     2.560         0         0          3446
     2.540         0         0          3447
     2.590         0         0          3448
     2.560         0         0          3449
     2.650         0         0          3450
     2.520         0         0          3451
     3.500         0         0          3452
     2.730         0         0          3458
     3.150         0         0          3459
     2.540         0         0          3467
     2.710         0         0          3472
     2.400         0         0          3478
     2.700         0         0          3479
     3.280         0         0          3488
     2.670         0         0          3490
     2.650         0         0          3491
     2.880         0         0          3492
     3.350         0         0          3493
     3.070         0         0          3495
     2.720         0         0          3497
     2.590         0         0          3498
     2.900         0         0          3499
     2.970         0         0          3501
     2.640         0         0          3502
     2.640         0         0          3503
     2.880         0         0          3504
     2.670         0         0          3506
     2.810         0         0          3507
     2.710         0         0          3509
     2.700         0         0          3511
     2.440         0         0          3512
     3.170         0         0          3516
     3.230         0         0          3517
     2.660         0         0          3518
     2.400         0         0          3556
     2.760         0         0          3562
     3.040         0         0          3567
     3.040         0         0          3568
     2.440         0         0          3570
     2.750         0         0          3571
     3.360         0         0          3574
     3.560         0         0          3575
     2.430         0         0          3576
     3.170         0         0          3579
     2.560         0         0          3585
     2.760         0         0          3586
     2.580         0         0          3589
     3.060         0         0          3593
     2.640         0         0          3594
     3.320         0         0          3595
     2.710         0         0          3601
     2.980         0         0          3602
     2.600         0         0          3603
     2.500         0         0          3604
     2.550         0         0          3607
     2.580         0         0          3608
     3.150         0         0          3609
     2.870         0         0          3610
     3.320         0         0          3612
     3.840         0         0          3615
     2.540         0         0          3618
     3.020         0         0          3619
     2.750         0         0          3620
     2.610         0         0          3621
     3.400         0         0          3623
     2.710         0         0          3625
     2.490         0         0          3627
     2.630         0         0          3628
     2.740         0         0          3629
     2.620         0         0          3631
     2.720         0         0          3632
     2.480         0         0          3636
     2.490         0         0          3640
     2.740         0         0          3641
     3.160         0         0          3643
     2.730         0         0          3645
     2.740         0         0          3646
     2.500         0         0          3647
     2.430         0         0          3649
     3.030         0         0          3650
     2.490         0         0          3651
     2.620         0         0          3652
     2.630         0         0          3654
     2.980         0         0          3655
     2.990         0         0          3657
     2.580         0         0          3659
     2.580         0         0          3661
     3.090         0         0          3662
     2.400         0         0          3664
     2.680         0         0          3665
     2.950         0         0          3667
     2.400         0         0          3673
     2.530         0         0          3674
     2.980         0         0          3675
     3.130         0         0          3676
     2.540         0         0          3677
     3.170         0         0          3679
     2.760         0         0          3680
     2.410         0         0          3684
     3.200         0         0          3685
     2.690         0         0          3686
     2.550         0         0          3688
     3.120         0         0          3689
     2.530         0         0          3690
     2.400         0         0          3692
     2.450         0         0          3694
     3.490         0         0          3697
     3.290         0         0          3698
     2.600         0         0          3699
     2.810         0         0          3700
     2.480         0         0          3704
     2.450         0         0          3705
     3.430         0         0          3707
     2.630         0         0          3709
     2.630         0         0          3711
     2.730         0         0          3713
     2.910         0         0          3714
     2.860         0         0          3715
     3.510         0         0          3716
     2.920         0         0          3718
     3.160         0         0          3719
     2.810         0         0          3720
     2.910         0         0          3722
     3.210         0         0          3723
     3.250         0         0          3724
     2.650         0         0          3725
     2.420         0         0          3728
     4.360         0         0          3729
     2.490         0         0          3730
     2.400         0         0          3731
     2.460         0         0          3732
     2.690         0         0          3733
     2.430         0         0          3735
     2.430         0         0          3736
     2.610         0         0          3737
     3.210         0         0          3740
     2.550         0         0          3741
     2.760         0         0          3743
     2.870         0         0          3744
     2.830         0         0          3745
     2.920         0         0          3747
     2.990         0         0          3749
     3.290         0         0          3750
     2.430         0         0          3751
     3.770         0         0          3752
     2.540         0         0          3753
     2.590         0         0          3754
     2.910         0         0          3755
     3.730         0         0          3756
     2.870         0         0          3757
     2.420         0         0          3758
     2.490         0         0          3759
     2.470         0         0          3760
     3.480         0         0          3761
     2.400         0         0          3762
     3.360         0         0          3764
     2.650         0         0          3765
     3.010         0         0          3766
     2.410         0         0          3767
     2.720         0         0          3769
     2.620         0         0          3772
     2.420         0         0          3773
     3.210         0         0          3776
     3.080         0         0          3778
     2.530         0         0          3779
     2.570         0         0          3780
     2.450         0         0          3781
     2.610         0         0          3782
     2.560         0         0          3783
     2.610         0         0          3784
     2.790         0         0          3786
     3.840         0         0          3788
     2.630         0         0          3790
     3.160         0         0          3791
     2.940         0         0          3792
     2.650         0         0          3794
     2.780         0         0          3795
     2.790         0         0          3798
     2.620         0         0          3799
     2.750         0         0          3804
     2.580         0         0          3806
     2.750         0         0          3807
     2.530         0         0          3810
     2.770         0         0          3814
     2.700         0         0          3815
     2.590         0         0          3816
     2.450         0         0          3817
     2.540         0         0          3818
