year,month,day,hour,minute,sec,ID,lat,lon,depth,mag
1959.0,2.0,20.0,6.0,0.0,28.0,0.0,19.35,-155.15,5.0,4.5
1959.0,10.0,4.0,1.0,36.0,7.4,2.0,19.4396667,-154.6243333,43.38,3.06
1959.0,10.0,4.0,15.0,37.0,8.1,4.0,20.7636667,-155.6646667,11.785,4.56
1959.0,10.0,5.0,3.0,0.0,24.7,5.0,19.522,-155.6363333,-1.067,2.52
1959.0,10.0,5.0,7.0,53.0,55.0,7.0,19.4106667,-155.4908333,14.783,2.62
1959.0,10.0,7.0,10.0,41.0,45.9,8.0,19.8513333,-156.2408333,15.729,3.47
1959.0,10.0,9.0,22.0,16.0,11.8,11.0,19.2975,-155.204,-0.319,2.44
1959.0,10.0,13.0,2.0,14.0,33.8,13.0,20.0491667,-155.4813333,11.302,3.41
1959.0,10.0,14.0,16.0,36.0,7.7,14.0,19.4276667,-155.4478333,7.463,3.31
1959.0,10.0,15.0,5.0,20.0,32.1,15.0,19.4053333,-155.4435,5.663,2.57
1959.0,10.0,16.0,1.0,15.0,46.5,16.0,19.326,-154.9471667,43.698,2.61
1959.0,10.0,16.0,5.0,43.0,22.2,17.0,19.3608333,-155.455,13.503,2.77
1959.0,10.0,16.0,13.0,37.0,42.1,18.0,20.727,-156.2093333,4.66,2.45
1959.0,10.0,21.0,13.0,10.0,2.9,19.0,21.3586667,-157.6273333,7.82,3.83
1959.0,10.0,23.0,6.0,40.0,33.0,20.0,18.8481667,-155.8983333,13.596,2.69
1959.0,10.0,23.0,10.0,11.0,37.9,21.0,20.7873333,-155.4033333,14.92,2.95
1959.0,10.0,25.0,11.0,43.0,14.7,23.0,20.895,-155.4061667,8.02,2.9
1959.0,10.0,27.0,14.0,28.0,51.0,24.0,19.3173333,-155.5295,1.173,2.67
1959.0,10.0,27.0,16.0,56.0,1.7,25.0,19.9618333,-156.3068333,7.886,3.1
1959.0,10.0,29.0,15.0,59.0,48.8,26.0,19.5206667,-155.0563333,21.442,2.51
1959.0,11.0,3.0,6.0,13.0,56.5,30.0,19.3033333,-154.905,6.198,2.42
1959.0,11.0,5.0,23.0,21.0,47.3,32.0,19.5631667,-155.4626667,6.433,2.4
1959.0,11.0,6.0,13.0,7.0,54.8,33.0,19.3885,-155.3283333,13.783,2.46
1959.0,11.0,6.0,21.0,14.0,32.4,34.0,19.3103333,-155.4691667,9.223,3.27
1959.0,11.0,7.0,5.0,54.0,48.9,35.0,19.4091667,-155.2898333,12.233,2.61
1959.0,11.0,7.0,9.0,15.0,34.0,36.0,19.2271667,-155.9611667,5.793,3.05
1959.0,11.0,7.0,16.0,44.0,41.8,37.0,19.3925,-155.2718333,12.153,2.85
1959.0,11.0,9.0,17.0,10.0,4.3,41.0,19.469,-155.2608333,15.263,2.91
1959.0,11.0,10.0,10.0,11.0,18.7,43.0,19.357,-155.4468333,7.623,2.76
1959.0,11.0,11.0,17.0,22.0,53.8,44.0,19.9798333,-157.9203333,13.49,4.22
1959.0,11.0,11.0,18.0,42.0,27.2,45.0,19.5585,-155.259,28.513,2.59
1959.0,11.0,12.0,2.0,13.0,33.5,46.0,19.6211667,-155.1175,14.25,2.66
1959.0,11.0,12.0,10.0,31.0,23.3,48.0,19.1393333,-155.5591667,0.393,3.03
1959.0,11.0,13.0,4.0,4.0,36.8,49.0,19.4051667,-155.3113333,-1.121,2.98
1959.0,11.0,13.0,13.0,1.0,59.2,51.0,19.776,-155.8751667,6.99,2.87
1959.0,11.0,14.0,2.0,40.0,31.1,52.0,19.4108333,-155.1565,3.825,2.58
1959.0,11.0,16.0,12.0,40.0,16.9,54.0,19.4146667,-155.2771667,0.91,2.48
1959.0,11.0,17.0,3.0,6.0,56.9,55.0,19.4398333,-155.2256667,3.337,3.23
1959.0,11.0,17.0,16.0,38.0,15.4,56.0,19.858,-155.5551667,8.053,2.73
1959.0,11.0,17.0,21.0,51.0,32.9,57.0,20.2281667,-155.982,4.466,2.85
1959.0,11.0,22.0,0.0,11.0,38.5,58.0,19.3203333,-155.1275,12.383,3.2
1959.0,11.0,22.0,3.0,21.0,37.1,59.0,19.409,-155.257,1.913,2.52
1959.0,11.0,24.0,4.0,1.0,39.8,60.0,20.3245,-155.5891667,41.488,4.36
1959.0,11.0,24.0,4.0,47.0,16.3,61.0,19.3615,-155.489,7.443,2.75
1959.0,11.0,26.0,0.0,53.0,17.2,62.0,19.2981667,-155.4973333,4.653,2.53
1959.0,11.0,27.0,22.0,41.0,32.0,63.0,19.4123333,-155.2548333,-1.119,2.75
1959.0,11.0,28.0,1.0,20.0,15.5,64.0,19.2981667,-155.427,12.153,2.8
1959.0,12.0,2.0,12.0,22.0,48.5,66.0,19.1798333,-155.5608333,-0.68,3.7
1959.0,12.0,2.0,23.0,43.0,19.3,67.0,19.9848333,-155.262,28.43,2.92
1959.0,12.0,3.0,12.0,44.0,34.3,69.0,19.522,-156.0383333,8.191,3.03
1959.0,12.0,3.0,17.0,35.0,45.2,70.0,19.243,-155.2135,2.873,2.75
1959.0,12.0,4.0,16.0,16.0,36.8,71.0,19.3981667,-155.258,-1.007,2.98
1959.0,12.0,7.0,3.0,16.0,58.0,72.0,19.7486667,-154.7595,34.891,2.99
1959.0,12.0,10.0,16.0,10.0,51.1,73.0,19.36,-155.1296667,9.293,3.08
1959.0,12.0,12.0,1.0,28.0,22.3,74.0,19.3986667,-155.428,7.623,2.5
1959.0,12.0,12.0,20.0,6.0,33.5,75.0,19.3833333,-154.9533333,6.391,2.73
1959.0,12.0,12.0,20.0,20.0,9.7,76.0,19.5741667,-155.2596667,44.803,2.62
1959.0,12.0,12.0,21.0,43.0,0.3,80.0,19.5041667,-155.22,46.33,2.87
1959.0,12.0,12.0,22.0,24.0,28.7,81.0,19.6861667,-155.5006667,5.835,2.55
1959.0,12.0,13.0,0.0,22.0,47.4,83.0,19.5435,-155.2486667,40.335,2.91
1959.0,12.0,13.0,2.0,49.0,19.2,91.0,19.5673333,-155.3131667,41.677,2.95
1959.0,12.0,13.0,4.0,24.0,49.4,94.0,19.7131667,-155.5076667,5.851,2.55
1959.0,12.0,13.0,4.0,55.0,15.0,96.0,19.2706667,-155.5548333,5.535,2.48
1959.0,12.0,13.0,5.0,28.0,54.7,97.0,19.541,-155.3231667,40.82,3.01
1959.0,12.0,13.0,5.0,34.0,52.8,98.0,19.354,-154.9166667,6.211,2.69
1959.0,12.0,13.0,6.0,50.0,37.3,101.0,19.6171667,-155.3575,35.68,3.04
1959.0,12.0,13.0,7.0,36.0,2.5,103.0,19.5323333,-155.2231667,43.853,3.01
1959.0,12.0,13.0,7.0,54.0,3.9,104.0,19.7028333,-155.4883333,5.934,2.53
1959.0,12.0,13.0,9.0,19.0,29.7,105.0,19.5866667,-155.2956667,42.341,2.68
1959.0,12.0,13.0,11.0,18.0,36.1,108.0,19.2698333,-155.1441667,10.3,2.65
1959.0,12.0,13.0,12.0,10.0,56.5,113.0,19.584,-155.2521667,43.495,2.76
1959.0,12.0,13.0,13.0,58.0,38.5,117.0,19.5886667,-155.2813333,38.783,3.06
1959.0,12.0,13.0,15.0,49.0,21.3,120.0,19.5838333,-155.1625,42.023,2.43
1959.0,12.0,14.0,5.0,2.0,44.7,122.0,19.5915,-155.2128333,41.06,2.73
1959.0,12.0,14.0,16.0,18.0,28.2,125.0,19.5228333,-155.4351667,32.003,2.63
1959.0,12.0,14.0,16.0,48.0,38.4,126.0,19.5231667,-155.2785,45.255,2.79
1959.0,12.0,14.0,19.0,51.0,39.9,127.0,19.5941667,-155.2006667,42.99,2.55
1959.0,12.0,15.0,8.0,34.0,8.3,131.0,19.308,-155.1106667,4.275,2.46
1959.0,12.0,18.0,14.0,1.0,47.3,133.0,19.1723333,-155.2401667,12.133,2.77
1959.0,12.0,21.0,7.0,24.0,2.2,134.0,19.3006667,-155.0448333,4.03,3.16
1959.0,12.0,21.0,17.0,17.0,47.5,136.0,19.5968333,-155.2983333,11.982,2.76
1959.0,12.0,23.0,10.0,20.0,43.6,137.0,19.3633333,-154.9306667,2.37,3.31
1959.0,12.0,23.0,12.0,13.0,33.2,138.0,19.3276667,-155.1156667,2.74,3.13
1959.0,12.0,24.0,12.0,20.0,55.6,139.0,19.3531667,-156.0218333,5.973,3.01
1959.0,12.0,26.0,0.0,9.0,8.8,140.0,19.1695,-155.834,13.655,2.86
1959.0,12.0,26.0,3.0,44.0,48.5,141.0,19.98,-155.6655,13.73,3.64
1959.0,12.0,26.0,13.0,8.0,31.3,142.0,19.3786667,-155.5581667,4.323,2.61
1959.0,12.0,27.0,3.0,4.0,7.6,143.0,19.1768333,-155.4035,4.305,2.45
1959.0,12.0,28.0,4.0,40.0,41.6,144.0,19.27,-155.4128333,11.223,3.01
1959.0,12.0,28.0,10.0,29.0,15.1,145.0,19.2506667,-155.4638333,10.253,3.29
1959.0,12.0,28.0,11.0,47.0,39.6,146.0,19.81,-155.3976667,5.932,3.64
1959.0,12.0,29.0,1.0,29.0,8.2,147.0,19.406,-154.7325,3.588,3.37
1959.0,12.0,29.0,18.0,19.0,6.3,148.0,19.3998333,-155.4758333,7.103,2.53
1959.0,12.0,29.0,22.0,16.0,31.1,149.0,19.818,-155.5173333,5.832,2.56
1959.0,12.0,30.0,4.0,53.0,20.1,150.0,19.4671667,-154.7666667,6.202,2.68
1959.0,12.0,30.0,9.0,38.0,58.2,151.0,19.4198333,-154.754,2.322,3.63
1959.0,12.0,30.0,11.0,55.0,34.7,152.0,19.8511667,-155.4861667,26.402,3.47
1959.0,12.0,30.0,23.0,14.0,32.2,153.0,19.3903333,-154.3148333,5.546,3.56
1959.0,12.0,31.0,1.0,26.0,19.1,154.0,19.4411667,-154.7508333,3.192,2.8
1959.0,12.0,31.0,7.0,59.0,6.9,155.0,19.4598333,-154.784,3.052,2.86
1959.0,12.0,31.0,23.0,12.0,7.4,156.0,19.4763333,-154.7276667,5.682,2.72
1960.0,1.0,2.0,6.0,14.0,12.0,157.0,19.4373333,-154.7835,1.788,3.39
1960.0,1.0,3.0,7.0,56.0,38.1,159.0,19.4001667,-154.5288333,6.32,2.9
1960.0,1.0,3.0,8.0,46.0,26.0,160.0,19.4465,-154.6788333,6.06,2.86
1960.0,1.0,3.0,14.0,53.0,58.7,161.0,19.4551667,-155.3145,13.53,3.67
1960.0,1.0,4.0,2.0,3.0,45.8,163.0,20.0418333,-155.8691667,11.777,2.8
1960.0,1.0,5.0,3.0,21.0,27.5,164.0,19.3601667,-155.514,8.625,2.42
1960.0,1.0,5.0,21.0,31.0,53.4,167.0,19.3278333,-155.0813333,4.56,2.57
1960.0,1.0,6.0,4.0,35.0,6.3,168.0,19.1886667,-155.4546667,11.103,2.49
1960.0,1.0,6.0,8.0,35.0,8.6,169.0,19.3276667,-155.4216667,10.283,2.85
1960.0,1.0,7.0,15.0,24.0,38.4,170.0,19.4268333,-154.7478333,4.59,3.05
1960.0,1.0,7.0,18.0,15.0,29.1,171.0,19.4136667,-154.7708333,13.86,2.73
1960.0,1.0,8.0,0.0,53.0,36.8,172.0,19.3706667,-155.0973333,4.689,3.27
1960.0,1.0,8.0,2.0,56.0,32.4,174.0,19.3811667,-154.847,10.421,2.63
1960.0,1.0,8.0,9.0,36.0,33.0,175.0,18.684,-154.4365,12.855,3.35
1960.0,1.0,9.0,22.0,59.0,50.7,176.0,19.399,-155.1275,6.583,2.72
1960.0,1.0,10.0,0.0,34.0,30.1,177.0,19.3018333,-155.09,0.121,2.81
1960.0,1.0,11.0,11.0,57.0,54.2,178.0,19.464,-154.7246667,8.168,3.14
1960.0,1.0,11.0,15.0,19.0,29.2,179.0,19.4036667,-154.6766667,4.908,3.08
1960.0,1.0,11.0,15.0,47.0,34.1,181.0,19.4621667,-154.7711667,6.118,2.7
1960.0,1.0,12.0,3.0,41.0,31.3,183.0,19.3388333,-154.7261667,3.457,3.47
1960.0,1.0,12.0,10.0,37.0,9.3,184.0,19.268,-154.9521667,5.495,2.54
1960.0,1.0,12.0,10.0,59.0,44.2,185.0,19.4545,-154.9408333,-0.31,2.76
1960.0,1.0,12.0,14.0,9.0,58.7,186.0,19.473,-154.8906667,-0.192,2.98
1960.0,1.0,13.0,4.0,19.0,42.4,187.0,19.9695,-156.4723333,4.616,3.46
1960.0,1.0,13.0,20.0,17.0,8.2,188.0,19.4651667,-155.2791667,9.027,2.72
1960.0,1.0,13.0,21.0,2.0,11.7,190.0,19.3745,-155.279,5.091,2.98
1960.0,1.0,13.0,22.0,37.0,20.7,194.0,19.5305,-154.5511667,3.509,3.73
1960.0,1.0,13.0,23.0,3.0,22.7,195.0,19.4746667,-154.671,2.781,3.59
1960.0,1.0,13.0,23.0,42.0,17.7,196.0,19.515,-154.9033333,-0.116,2.88
1960.0,1.0,14.0,2.0,29.0,35.2,202.0,19.4323333,-154.4653333,5.928,4.18
1960.0,1.0,14.0,12.0,6.0,29.2,206.0,18.9865,-154.3873333,6.545,3.07
1960.0,1.0,16.0,21.0,42.0,37.2,207.0,19.4273333,-154.854,0.711,2.45
1960.0,1.0,18.0,5.0,24.0,36.8,208.0,19.4078333,-155.2291667,18.668,3.32
1960.0,1.0,19.0,4.0,26.0,47.3,209.0,19.3466667,-155.7853333,5.781,4.69
1960.0,1.0,23.0,6.0,21.0,54.5,210.0,19.423,-155.4121667,-1.249,3.32
1960.0,1.0,24.0,0.0,42.0,57.4,211.0,19.3116667,-155.4361667,8.548,2.56
1960.0,1.0,24.0,5.0,54.0,58.6,212.0,19.3406667,-155.4128333,11.058,2.74
1960.0,1.0,24.0,22.0,17.0,57.5,213.0,19.3906667,-155.2006667,27.941,2.84
1960.0,1.0,25.0,17.0,54.0,33.1,214.0,19.4008333,-155.2878333,0.605,2.61
1960.0,1.0,26.0,5.0,7.0,8.2,216.0,19.4373333,-155.4006667,5.812,2.45
1960.0,1.0,26.0,12.0,11.0,22.4,217.0,19.3465,-155.5718333,-0.232,2.57
1960.0,1.0,26.0,14.0,43.0,5.6,218.0,19.3781667,-155.2583333,25.571,2.76
1960.0,1.0,27.0,2.0,17.0,36.9,221.0,19.3998333,-155.2918333,0.555,3.05
1960.0,1.0,27.0,7.0,46.0,14.4,223.0,19.4035,-155.2738333,1.975,2.8
1960.0,1.0,27.0,15.0,11.0,25.7,226.0,19.417,-155.2578333,2.075,3.51
1960.0,1.0,27.0,20.0,58.0,30.6,227.0,19.4966667,-155.2716667,3.411,3.29
1960.0,1.0,27.0,23.0,36.0,32.7,229.0,19.4275,-155.4206667,5.715,2.98
1960.0,1.0,28.0,3.0,12.0,38.8,233.0,19.4886667,-155.2501667,3.441,2.99
1960.0,1.0,28.0,11.0,44.0,6.1,240.0,19.3691667,-155.4978333,4.167,2.52
1960.0,1.0,28.0,18.0,43.0,37.4,242.0,19.4101667,-155.3866667,1.751,2.86
1960.0,1.0,28.0,20.0,13.0,47.2,243.0,19.4108333,-155.2731667,-0.249,2.53
1960.0,1.0,29.0,4.0,39.0,24.4,247.0,19.421,-155.2343333,0.991,3.03
1960.0,1.0,29.0,10.0,57.0,38.8,250.0,19.5446667,-155.1841667,-0.855,3.16
1960.0,1.0,29.0,19.0,10.0,20.4,252.0,19.3546667,-155.202,6.421,4.18
1960.0,1.0,29.0,23.0,5.0,16.5,253.0,19.4041667,-155.2775,1.641,2.88
1960.0,1.0,30.0,6.0,43.0,58.4,257.0,19.4563333,-155.22,6.715,3.55
1960.0,1.0,30.0,12.0,37.0,57.1,260.0,19.3936667,-155.292,-1.085,3.06
1960.0,1.0,30.0,14.0,49.0,45.0,261.0,19.4126667,-155.2345,0.991,3.37
1960.0,1.0,30.0,18.0,13.0,13.2,263.0,19.3988333,-155.1236667,14.711,3.27
1960.0,1.0,30.0,20.0,5.0,45.3,264.0,19.3993333,-155.2781667,8.095,2.99
1960.0,1.0,30.0,21.0,43.0,13.1,265.0,19.429,-155.2558333,3.895,3.0
1960.0,1.0,31.0,21.0,10.0,2.8,279.0,19.4198333,-155.2658333,2.201,2.93
1960.0,2.0,1.0,9.0,1.0,1.8,288.0,19.4671667,-155.234,-1.13,3.08
1960.0,2.0,1.0,18.0,58.0,58.2,303.0,19.397,-155.3023333,-0.862,2.85
1960.0,2.0,2.0,5.0,5.0,31.4,320.0,19.4268333,-155.2161667,0.591,2.9
1960.0,2.0,2.0,10.0,4.0,31.3,328.0,19.4236667,-155.2536667,-1.199,3.01
1960.0,2.0,2.0,19.0,0.0,1.3,337.0,19.4131667,-155.2585,0.321,2.95
1960.0,2.0,2.0,23.0,16.0,47.7,340.0,19.4401667,-155.2493333,0.731,3.07
1960.0,2.0,3.0,22.0,39.0,6.3,368.0,19.2333333,-155.115,1.362,3.73
1960.0,2.0,4.0,8.0,42.0,14.6,387.0,19.5588333,-155.1473333,-0.634,3.51
1960.0,2.0,5.0,22.0,53.0,17.3,418.0,19.402,-155.277,2.001,3.06
1960.0,2.0,8.0,7.0,34.0,25.2,432.0,19.3571667,-155.2581667,1.981,3.85
1960.0,2.0,8.0,19.0,13.0,1.8,438.0,19.4195,-155.2583333,-1.075,2.86
1960.0,2.0,9.0,2.0,39.0,42.5,439.0,19.4026667,-155.2661667,-1.113,2.68
1960.0,2.0,9.0,4.0,5.0,36.1,440.0,19.3308333,-155.202,-0.774,3.1
1960.0,2.0,9.0,6.0,52.0,25.3,441.0,19.433,-154.7405,10.308,3.19
1960.0,2.0,9.0,13.0,26.0,14.3,442.0,19.409,-155.2551667,2.801,2.65
1960.0,2.0,9.0,20.0,1.0,2.3,447.0,19.4018333,-155.3291667,-1.072,2.69
1960.0,2.0,10.0,8.0,35.0,21.9,454.0,19.4335,-155.274,4.721,3.16
1960.0,2.0,10.0,13.0,28.0,51.0,455.0,19.4,-155.3001667,-0.829,2.67
1960.0,2.0,10.0,14.0,19.0,8.3,456.0,19.2558333,-155.1768333,1.761,2.67
1960.0,2.0,10.0,20.0,57.0,20.4,459.0,19.3788333,-155.2711667,-0.829,2.63
1960.0,2.0,11.0,2.0,11.0,53.7,462.0,19.4511667,-155.2566667,-0.399,2.9
1960.0,2.0,11.0,4.0,30.0,46.8,463.0,19.3946667,-155.2875,1.351,2.86
1960.0,2.0,11.0,19.0,11.0,11.8,469.0,19.3998333,-155.293,1.005,2.71
1960.0,2.0,12.0,8.0,54.0,2.1,472.0,19.3981667,-155.2866667,0.501,2.54
1960.0,2.0,12.0,14.0,17.0,0.5,473.0,19.3586667,-155.2453333,0.001,3.1
1960.0,2.0,12.0,14.0,55.0,6.0,474.0,19.3778333,-155.1536667,-0.851,3.62
1960.0,2.0,13.0,2.0,34.0,38.3,477.0,19.335,-155.2403333,3.121,4.11
1960.0,2.0,13.0,13.0,26.0,57.6,480.0,19.396,-155.3036667,-1.117,2.7
1960.0,2.0,14.0,10.0,24.0,49.3,482.0,19.421,-155.244,2.131,3.31
1960.0,2.0,14.0,21.0,3.0,31.0,483.0,19.2895,-155.1958333,3.0,3.44
1960.0,2.0,15.0,20.0,24.0,49.7,484.0,19.3933333,-155.3051667,-1.106,2.49
1960.0,2.0,16.0,5.0,29.0,38.9,485.0,19.4191667,-155.2591667,0.355,2.69
1960.0,2.0,17.0,21.0,38.0,0.3,487.0,19.4021667,-155.2968333,-1.134,2.98
1960.0,2.0,18.0,3.0,20.0,3.8,488.0,19.3126667,-155.0381667,5.671,3.47
1960.0,2.0,18.0,6.0,41.0,25.1,489.0,19.4105,-155.2431667,28.961,3.12
1960.0,2.0,18.0,14.0,50.0,54.2,492.0,19.3996667,-155.255,2.091,3.08
1960.0,2.0,18.0,23.0,56.0,1.0,495.0,19.3976667,-155.2655,-1.12,3.17
1960.0,2.0,19.0,6.0,34.0,46.6,497.0,19.3915,-155.033,4.341,3.4
1960.0,2.0,21.0,11.0,10.0,58.9,505.0,19.3941667,-155.3041667,-1.109,2.68
1960.0,2.0,21.0,23.0,20.0,26.4,511.0,19.3965,-155.1748333,14.815,3.54
1960.0,2.0,22.0,7.0,37.0,8.2,516.0,19.4236667,-155.2481667,-0.749,2.76
1960.0,2.0,23.0,1.0,29.0,3.0,521.0,19.3935,-155.2973333,1.05,3.27
1960.0,2.0,23.0,19.0,15.0,16.0,524.0,19.4058333,-155.2786667,0.511,3.41
1960.0,2.0,24.0,19.0,45.0,23.0,532.0,19.4135,-155.2536667,0.411,2.64
1960.0,2.0,25.0,6.0,15.0,21.7,533.0,19.4153333,-155.1555,3.731,3.46
1960.0,2.0,25.0,14.0,17.0,34.5,535.0,19.4195,-155.2865,-1.185,2.71
1960.0,2.0,25.0,23.0,5.0,34.6,538.0,19.3758333,-155.1448333,13.751,3.46
1960.0,2.0,26.0,9.0,11.0,44.0,545.0,19.387,-155.2875,0.631,2.67
1960.0,2.0,26.0,11.0,0.0,1.6,546.0,19.3955,-155.24,-1.007,3.13
1960.0,2.0,26.0,20.0,35.0,45.9,549.0,19.3945,-155.2868333,0.27,3.21
1960.0,2.0,26.0,22.0,58.0,1.5,550.0,19.3236667,-155.209,5.221,3.2
1960.0,2.0,27.0,6.0,35.0,30.9,553.0,19.3433333,-155.2635,-0.259,3.27
1960.0,2.0,29.0,4.0,20.0,24.0,571.0,19.428,-155.2533333,0.561,2.63
1960.0,2.0,29.0,18.0,34.0,41.8,575.0,19.4175,-155.2508333,0.071,3.1
1960.0,3.0,1.0,13.0,48.0,28.5,589.0,19.289,-155.0486667,5.595,2.74
1960.0,3.0,1.0,15.0,39.0,8.2,591.0,19.347,-155.2968333,-0.963,3.63
1960.0,3.0,1.0,22.0,26.0,42.8,596.0,19.2488333,-155.1301667,0.818,2.79
1960.0,3.0,2.0,5.0,23.0,40.1,604.0,19.4018333,-155.3038333,0.011,2.86
1960.0,3.0,2.0,14.0,12.0,19.0,613.0,19.5376667,-155.1971667,-0.909,3.07
1960.0,3.0,2.0,14.0,41.0,5.0,615.0,19.3981667,-155.1833333,3.471,3.25
1960.0,3.0,2.0,16.0,26.0,26.9,619.0,19.762,-155.1185,42.379,3.31
1960.0,3.0,3.0,2.0,52.0,6.3,623.0,19.3668333,-155.2445,-0.819,3.26
1960.0,3.0,3.0,8.0,2.0,6.9,626.0,19.465,-155.261,-1.129,2.76
1960.0,3.0,3.0,12.0,40.0,0.4,631.0,19.3956667,-155.2998333,0.361,2.41
1960.0,3.0,3.0,14.0,0.0,38.5,632.0,19.276,-155.3211667,2.931,2.51
1960.0,3.0,3.0,14.0,49.0,29.6,633.0,19.4366667,-155.2638333,-1.229,2.53
1960.0,3.0,3.0,22.0,7.0,7.9,635.0,19.3981667,-155.2833333,0.021,3.26
1960.0,3.0,4.0,4.0,2.0,10.1,639.0,19.4206667,-155.2426667,4.621,3.72
1960.0,3.0,4.0,13.0,15.0,12.9,642.0,19.3715,-155.2708333,-0.199,2.97
1960.0,3.0,4.0,16.0,4.0,33.3,645.0,19.4173333,-155.4045,3.351,2.78
1960.0,3.0,4.0,21.0,48.0,28.8,647.0,19.4178333,-155.3213333,-1.139,3.37
1960.0,3.0,5.0,5.0,15.0,23.7,648.0,19.456,-155.2455,-1.163,2.45
1960.0,3.0,5.0,16.0,41.0,1.7,652.0,19.4035,-155.2975,-0.009,2.76
1960.0,3.0,5.0,21.0,52.0,38.3,655.0,19.4365,-155.2193333,0.281,3.02
1960.0,3.0,6.0,1.0,3.0,42.9,656.0,19.3786667,-155.3083333,22.271,2.46
1960.0,3.0,6.0,7.0,51.0,18.7,659.0,19.357,-155.2485,24.601,2.51
1960.0,3.0,6.0,9.0,57.0,18.1,660.0,19.3456667,-155.2453333,-0.969,2.8
1960.0,3.0,6.0,22.0,15.0,17.1,664.0,19.4415,-155.4656667,4.691,3.02
1960.0,3.0,6.0,23.0,21.0,30.3,665.0,19.3915,-155.3021667,-0.459,2.48
1960.0,3.0,7.0,0.0,38.0,17.2,667.0,19.4453333,-155.1606667,3.881,2.82
1960.0,3.0,7.0,7.0,4.0,27.6,672.0,19.4038333,-155.2855,0.291,2.75
1960.0,3.0,7.0,7.0,15.0,50.1,673.0,19.4215,-155.2555,0.081,2.67
1960.0,3.0,7.0,9.0,33.0,57.2,675.0,19.401,-155.2151667,5.651,2.88
1960.0,3.0,7.0,13.0,24.0,18.6,676.0,19.4126667,-155.227,4.061,3.86
1960.0,3.0,8.0,2.0,32.0,31.5,683.0,19.4486667,-155.2148333,-1.032,3.71
1960.0,3.0,8.0,11.0,41.0,35.3,684.0,19.3513333,-155.2051667,-0.379,3.12
1960.0,3.0,8.0,12.0,24.0,13.0,686.0,19.4171667,-155.2836667,1.001,2.99
1960.0,3.0,8.0,15.0,42.0,43.6,688.0,19.4398333,-155.2478333,-0.399,3.11
1960.0,3.0,9.0,0.0,52.0,38.7,692.0,19.41,-155.2796667,-0.399,2.59
1960.0,3.0,9.0,10.0,24.0,58.3,694.0,19.3905,-155.2816667,2.555,2.87
1960.0,3.0,9.0,13.0,46.0,16.7,695.0,19.4238333,-155.2516667,-0.569,2.98
1960.0,3.0,9.0,20.0,58.0,25.6,698.0,19.4056667,-155.2876667,-0.85,2.42
1960.0,3.0,10.0,4.0,17.0,36.0,700.0,19.431,-155.1611667,3.611,2.98
1960.0,3.0,10.0,7.0,13.0,54.5,701.0,19.4316667,-155.242,-0.919,2.42
1960.0,3.0,10.0,17.0,28.0,57.9,704.0,19.4201667,-155.2501667,-1.139,2.58
1960.0,3.0,10.0,22.0,25.0,16.7,708.0,19.5211667,-155.1776667,4.655,3.09
1960.0,3.0,11.0,5.0,11.0,0.9,714.0,19.3948333,-155.2751667,3.455,2.73
1960.0,3.0,11.0,8.0,43.0,51.8,719.0,19.401,-155.294,-0.689,2.77
1960.0,3.0,11.0,13.0,29.0,5.7,722.0,19.4633333,-155.2251667,7.915,3.14
1960.0,3.0,12.0,6.0,16.0,30.4,725.0,19.3918333,-155.2771667,-1.107,2.51
1960.0,3.0,12.0,6.0,47.0,41.9,726.0,19.3896667,-155.1698333,3.421,3.37
1960.0,3.0,13.0,16.0,50.0,27.0,728.0,19.8475,-155.0681667,43.559,2.62
1960.0,3.0,13.0,17.0,27.0,19.0,729.0,19.4325,-155.4336667,5.931,2.45
1960.0,3.0,13.0,20.0,45.0,21.5,730.0,19.3916667,-155.2438333,9.911,2.49
1960.0,3.0,15.0,17.0,37.0,56.8,731.0,19.3958333,-155.2853333,2.491,2.74
1960.0,3.0,16.0,17.0,17.0,32.6,732.0,19.3265,-155.8941667,1.715,2.85
1960.0,3.0,17.0,14.0,13.0,47.3,734.0,19.4395,-155.241,-1.159,2.96
1960.0,3.0,20.0,8.0,8.0,24.2,735.0,19.3341667,-155.2023333,-0.797,2.88
1960.0,3.0,20.0,8.0,28.0,11.8,736.0,19.771,-156.1071667,4.011,3.3
1960.0,3.0,21.0,0.0,41.0,50.5,737.0,19.434,-155.2615,-1.219,3.05
1960.0,3.0,23.0,21.0,58.0,32.0,738.0,19.4056667,-155.2558333,13.551,2.57
1960.0,3.0,24.0,3.0,52.0,59.9,740.0,19.3925,-155.2568333,20.461,3.83
1960.0,3.0,24.0,23.0,16.0,21.6,743.0,19.4121667,-155.3763333,9.821,3.24
1960.0,3.0,25.0,9.0,34.0,49.8,744.0,19.3628333,-155.5198333,9.451,3.03
1960.0,3.0,31.0,20.0,10.0,48.2,746.0,19.3998333,-155.289,13.021,2.41
1960.0,3.0,31.0,22.0,25.0,29.3,747.0,19.447,-155.205,10.651,2.83
1960.0,4.0,2.0,5.0,6.0,11.2,748.0,19.4138333,-155.2931667,15.461,3.05
1960.0,4.0,4.0,1.0,41.0,4.1,751.0,19.3726667,-155.284,-1.035,2.79
1960.0,4.0,4.0,14.0,34.0,11.7,752.0,19.3561667,-155.2723333,-1.012,3.35
1960.0,4.0,5.0,13.0,18.0,53.8,754.0,19.4283333,-155.2738333,1.241,3.16
